mergeName,partyKey,canonicalName,name,abbrev,aka,sector,year,congress,votes,percentage,seats,nomineeNames,reps,representatives_status,status,notes,source_url,note_type,status_flag,ui_red_flag,verification_note,membership_notes,reps_source
Alliance of Concerned Teachers,alliance-of-concerned-teachers,Alliance of Concerned Teachers,Alliance of Concerned Teachers,,ACT Teachers; ACT Teachers Party-list; Alliance of Concerned Teachers,Education,2022,19th Congress,330529,0.91,1,France Castro,France Castro,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
TGP Partylist,tgp-partylist,TGP Partylist,TGP Partylist,,,,2022,19th Congress,327912,0.90,1,Jose Teves Jr.,Jose Teves Jr.,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Bicol Saro,bicol-saro,Bicol Saro,Bicol Saro,,,Regional,2022,19th Congress,325371,0.89,1,Nicolas Enciso VIII; Brian Yamsuan,Nicolas Enciso VIII; Brian Yamsuan,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Nicolas Enciso VIII was dropped from the rolls on February 15, 2023; Brian Yamsuan took office on February 22, 2023.",https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Nicolas Enciso VIII was dropped from the rolls on February 15, 2023; Brian Yamsuan took office on February 22, 2023.",Congress membership list / party page cross-check
United Senior Citizens Partylist,united-senior-citizens-partylist,United Senior Citizens Partylist,United Senior Citizens Partylist,,United Senior Citizens; United Senior Citizens Party-list,Senior Citizens,2022,19th Congress,320627,0.88,1,Milagros Magsaysay,Milagros Magsaysay,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
DUMPER Partylist,dumper-partylist,DUMPER Partylist,DUMPER Partylist,,,Transport,2022,19th Congress,314618,0.86,1,Claudine Bautista-Lim,Claudine Bautista-Lim,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Pinuno Partylist,pinuno-partylist,Pinuno Partylist,Pinuno Partylist,,,,2022,19th Congress,299990,0.82,1,Ivan Howard Guintu,Ivan Howard Guintu,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Abang Lingkod,abang-lingkod,Abang Lingkod,Abang Lingkod,,,,2022,19th Congress,296800,0.82,1,Joseph Stephen Paduano,Joseph Stephen Paduano,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
PBA Partylist,pba-partylist,PBA Partylist,PBA Partylist,,,,2022,19th Congress,294619,0.81,1,Migs Nograles,Migs Nograles,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
OFW Partylist,ofw-partylist,OFW Partylist,OFW Partylist,,,Labor / Workers / OFW,2022,19th Congress,293301,0.81,1,Marissa Magsino,Marissa Magsino,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Abono Partylist,abono-partylist,Abono Partylist,Abono Partylist,,,Agriculture / Farmers,2022,19th Congress,288752,0.79,1,Robert Raymond Estrella,Robert Raymond Estrella,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Anakalusugan,anakalusugan,Anakalusugan,Anakalusugan,,,,2022,19th Congress,281512,0.77,1,Ray T. Reyes,Ray T. Reyes,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Kabalikat ng Mamamayan,kabalikat-ng-mamamayan,Kabalikat ng Mamamayan,Kabalikat ng Mamamayan,,,,2022,19th Congress,280066,0.77,1,Ron Salo,Ron Salo,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Magsasaka Partylist,magsasaka-partylist,Magsasaka Partylist,Magsasaka Partylist,,,Agriculture / Farmers,2022,19th Congress,276889,0.76,1,Roberto Nazal Jr.,Roberto Nazal Jr.,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
1-Pacman Party List,1-pacman-party-list,1-Pacman Party List,1-Pacman Party List,,1-PACMAN; One Patriotic Coalition of Marginalized Nationals,,2022,19th Congress,273195,0.75,1,Mikee Romero,Mikee Romero,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Association of Philippine Electric Cooperatives,association-of-philippine-electric-cooperatives,Association of Philippine Electric Cooperatives,APEC Partylist,,APEC; Association of Philippine Electric Cooperatives; APEC Partylist,,2022,19th Congress,271380,0.75,1,Sergio Dagooc,Sergio Dagooc,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Pusong Pinoy,pusong-pinoy,Pusong Pinoy,Pusong Pinoy,,,,2022,19th Congress,262044,0.72,1,Jernie Jett Nisay,Jernie Jett Nisay,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Trade Union Congress Party,trade-union-congress-party,Trade Union Congress Party,Trade Union Congress Party,,TUCP; Trade Union Congress Partylist,,2022,19th Congress,260779,0.72,1,Raymond Mendoza,Raymond Mendoza,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Patrol Partylist,patrol-partylist,Patrol Partylist,Patrol Partylist,,,Anti-crime / Governance,2022,19th Congress,252571,0.69,1,Jorge Antonio Bustos,Jorge Antonio Bustos,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Manila Teachers Party-List,manila-teachers-party-list,Manila Teachers Party-List,Manila Teachers Party-List,,,Education,2022,19th Congress,249525,0.69,1,Virgilio Lacson,Virgilio Lacson,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
AAMBIS-Owa Party List,aambis-owa-party-list,AAMBIS-Owa Party List,AAMBIS-Owa Party List,,AAMBIS-Owa; Ang Asosasyon Sang Mangunguma Nga Bisaya-Owa Mangunguma,,2022,19th Congress,246053,0.68,1,Lex Anthony Colada,Lex Anthony Colada,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Philreca Party-List,philreca-party-list,Philreca Party-List,Philreca Party-List,,,,2022,19th Congress,243487,0.67,1,Presley de Jesus,Presley de Jesus,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Alona Party List,alona-party-list,Alona Party List,Alona Party List,,,,2022,19th Congress,238704,0.66,1,Anna Villaraza-Suarez,Anna Villaraza-Suarez,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Akbayan,akbayan,Akbayan,Akbayan,,Akbayan Citizens Action Party; Akbayan Citizens' Action Party; Akbayan Party-list; Akbayan Partylist,,2022,19th Congress,236226,0.65,1,Perci Cendaña,Perci Cendaña,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / belatedly proclaimed; not disqualified,"Akbayan initially fell short of a seat in the 2022 party-list race; after the An Waray case, COMELEC proclaimed Akbayan as a 2022 winner in September 2024 and Akbayan reclaimed one House seat. | Akbayan was not disqualified: it initially fell short of a seat, then COMELEC proclaimed it in September 2024 after the Supreme Court upheld An Waray cancellation; Perci Cendaña took oath on September 25, 2024. | Akbayan was not disqualified; it initially fell short of a seat in 2022, then was belatedly proclaimed after the Supreme Court upheld COMELEC cancellation of An Waray registration.",https://en.wikipedia.org/wiki/Template:2022_Philippine_House_party-list_election_results; https://sc.judiciary.gov.ph/sc-upholds-comelecs-cancellation-of-an-waray-party-list-registration/; https://newsinfo.inquirer.net/1987061/akbayan-party-list-back-in-congress-occupies-seat-vacated-by-an-waray; https://www.gmanetwork.com/news/topstories/nation/921674/akbayan-party-list-representative-takes-oath-before-romualdez/story/; https://newsinfo.inquirer.net/1986789/akbayan-proclaimed-winner-in-2022-party-list-polls; https://congress.gov.ph/media/press-releases/view/?content=9084&title=Speaker+Romualdez+administers+oath+to+Akbayan%E2%80%99s+Cenda%C3%B1a,info,active,no,"Corrected: Akbayan is not flagged as disqualified. It is treated as active with an informational note, not a red/legal flag.","Akbayan was not disqualified; it initially fell short of a seat in 2022, then was belatedly proclaimed after the Supreme Court upheld COMELEC cancellation of An Waray registration.",Congress membership list / party page cross-check
An Waray,an-waray,An Waray,An Waray,AN WARAY,An Waray Party-list; An Waray Partylist,Regional,2022,19th Congress,,,0,Bem Noel,Bem Noel,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Registration cancelled / seat removed,Context row: Supreme Court upheld the COMELEC action against An Waray. Do not count this row as an active elected seat. | Bem Noel was removed after COMELEC cancellation of An Waray registration; Supreme Court later upheld cancellation. This is a red/legal flag. | An Waray registration cancellation was upheld; seat was removed and Akbayan later occupied the vacated slot.,https://sc.judiciary.gov.ph/sc-upholds-comelecs-cancellation-of-an-waray-party-list-registration/; https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/1/69587,registration_cancellation,registration_cancelled,yes,Legal/status context row only; seats=0 so dashboards should not count it as a winning party-list seat.,Bem Noel was removed after COMELEC cancellation of An Waray registration; Supreme Court later upheld cancellation. This is a red/legal flag.,Congress membership list / party page cross-check
Akbayan,akbayan,Akbayan,Akbayan,,Akbayan Citizens Action Party; Akbayan Citizens' Action Party; Akbayan Party-list; Akbayan Partylist,,2025,20th Congress,2779621,7.02,3,Chel Diokno; Perci Cendaña; Dadah Kiram Ismula,Chel Diokno; Perci Cendaña; Dadah Kiram Ismula,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Tingog Party List,tingog-party-list,Tingog Party List,Tingog Party List,,Tingog; Tingog Sinirangan; Tingog Party-list; Voice of the East,,2025,20th Congress,1822708,4.60,3,Andrew Julian Romualdez; Jude Acidre; Marie Josephine Diana Calatrava; Yedda Romualdez,Andrew Julian Romualdez; Jude Acidre; Marie Josephine Diana Calatrava; Yedda Romualdez,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Marie Josephine Diana Calatrava resigned July 9, 2025; Yedda Romualdez took office July 18, 2025.",https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Marie Josephine Diana Calatrava resigned July 9, 2025; Yedda Romualdez took office July 18, 2025.",Congress membership list / party page cross-check
4Ps Partylist,4ps-partylist,4Ps Partylist,4Ps Partylist,,4Ps Party-list; Pagtibayin at Palaguin ang Pangkabuhayang Pilipino,,2025,20th Congress,1469571,3.71,2,Marcelino Libanan; Jonathan Clement Abalos,Marcelino Libanan; Jonathan Clement Abalos,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
ACT-CIS Partylist,act-cis-partylist,ACT-CIS Partylist,ACT-CIS Partylist,,ACT-CIS; Anti-Crime and Terrorism Community Involvement and Support,,2025,20th Congress,1239930,3.13,2,Edvic Yap; Jocelyn Tulfo; Jeffrey Soriano,Edvic Yap; Jocelyn Tulfo; Jeffrey Soriano,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Edvic Yap resigned February 4, 2026; Jeffrey Soriano took office March 11, 2026.",https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Edvic Yap resigned February 4, 2026; Jeffrey Soriano took office March 11, 2026.",Congress membership list / party page cross-check
Ako Bicol,ako-bicol,Ako Bicol,Ako Bicol,,Ako Bicol Political Party; AKB; Ako Bicol Party-list,Regional,2025,20th Congress,1073119,2.71,2,Zaldy Co; Alfredo Garbin; Jan Franz Chan,Zaldy Co; Alfredo Garbin; Jan Franz Chan,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Zaldy Co resigned September 29, 2025; Jan Franz Chan took office January 26, 2026.",https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Zaldy Co resigned September 29, 2025; Jan Franz Chan took office January 26, 2026.",Congress membership list / party page cross-check
Uswag Ilonggo,uswag-ilonggo,Uswag Ilonggo,Uswag Ilonggo,,,Regional,2025,20th Congress,777754,1.96,1,Jojo Ang,Jojo Ang,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Solid North Party,solid-north-party,Solid North Party,Solid North Party,,,,2025,20th Congress,765322,1.93,1,Ching Bernos,Ching Bernos,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Trabaho Partylist,trabaho-partylist,Trabaho Partylist,Trabaho Partylist,,,,2025,20th Congress,709283,1.79,1,Johanne Monich Bautista,Johanne Monich Bautista,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Citizens' Battle Against Corruption,citizens-battle-against-corruption,Citizens' Battle Against Corruption,Citizens' Battle Against Corruption,,CIBAC; Citizens Battle Against Corruption; Citizens' Battle Against Corruption,Anti-crime / Governance,2025,20th Congress,593911,1.50,1,Eddie Villanueva,Eddie Villanueva,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Malasakit at Bayanihan,malasakit-at-bayanihan,Malasakit at Bayanihan,Malasakit at Bayanihan,,,,2025,20th Congress,580100,1.46,1,Girlie Veloso,Girlie Veloso,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Senior Citizens Partylist,senior-citizens-partylist,Senior Citizens Partylist,Senior Citizens Partylist,,Senior Citizens; Coalition of Associations of Senior Citizens in the Philippines; Senior Citizens Party-list,Senior Citizens,2025,20th Congress,577753,1.46,1,Rodolfo Ordanes,Rodolfo Ordanes,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Puwersa ng Pilipinong Pandagat,puwersa-ng-pilipinong-pandagat,Puwersa ng Pilipinong Pandagat,Puwersa ng Pilipinong Pandagat,,,,2025,20th Congress,575762,1.45,1,Harold Duterte,Harold Duterte,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Mamamayang Liberal,mamamayang-liberal,Mamamayang Liberal,Mamamayang Liberal,,,,2025,20th Congress,547949,1.38,1,Leila de Lima,Leila de Lima,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
FPJ Panday Bayanihan,fpj-panday-bayanihan,FPJ Panday Bayanihan,FPJ Panday Bayanihan,,,,2025,20th Congress,538003,1.36,1,Brian Poe,Brian Poe,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
United Senior Citizens Partylist,united-senior-citizens-partylist,United Senior Citizens Partylist,United Senior Citizens Partylist,,United Senior Citizens; United Senior Citizens Party-list,Senior Citizens,2025,20th Congress,533913,1.35,1,Milagros Magsaysay,Milagros Magsaysay,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
4K Partylist,4k-partylist,4K Partylist,4K Partylist,,,,2025,20th Congress,521592,1.32,1,Iris Marie Montes,Iris Marie Montes,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
LPG Marketers Association,lpg-marketers-association,LPG Marketers Association,LPG Marketers Association,,,Energy / Cooperatives,2025,20th Congress,517833,1.31,1,Allan Ty,Allan Ty,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Cooperative NATCCO Network Party,cooperative-natcco-network-party,Cooperative NATCCO Network Party,Coop-NATCCO,,Cooperative NATCCO Network Party; Coop-NATCCO Partylist,Energy / Cooperatives,2025,20th Congress,509913,1.29,1,Felimon Espares,Felimon Espares,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Ako Bisaya,ako-bisaya,Ako Bisaya,Ako Bisaya,,,Regional,2025,20th Congress,477796,1.21,1,Sonny Lagon,Sonny Lagon,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Construction Workers Solidarity,construction-workers-solidarity,Construction Workers Solidarity,Construction Workers Solidarity,,,Labor / Workers / OFW,2025,20th Congress,477517,1.21,1,Edwin Gardiola,Edwin Gardiola,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Pinoy Workers Partylist,pinoy-workers-partylist,Pinoy Workers Partylist,Pinoy Workers Partylist,,,Labor / Workers / OFW,2025,20th Congress,475985,1.20,1,Franz Vincent Legazpi,Franz Vincent Legazpi,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2025_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
